Name,Score,Genres,Type,Episodes,Duration,Popularity,Members,summary,embedding,weighted_score,English name,Name_cleaned,English_name_cleaned
Sunohara-sou no Kanrinin-san,6.86,"Comedy, Slice of Life",TV,12,23 min. per ep.,1439,96351,"Genre: Comedy, Slice of Life and the synopsis is Shiina Aki is constantly being treated like a girl due to his feminine looks so he decides to move to Tokyo to attend middle school in an attempt to change himself. However, what awaits him in his new home, Sunohara-sou, is the kind-hearted caretaker, Sunohara Ayaka. Along with the three female members of Aki's new middle school's student council, Yukimoto Yuzu, Yamanashi Sumire, and Kazami Yuri. And so begins Aki's new life in Tokyo living with four girls.","[[ 0.02378473 -0.00701276 -0.0115324  ...  0.00382636 -0.01602536
  -0.02797106]]",48178.92945471365,Miss caretaker of Sunohara-sou,sunoharasou no kanrininsan,miss caretaker of sunoharasou
Caligula (TV),6.03,"Action, Sci-Fi",TV,12,23 min. per ep.,1892,65279,"Genre: Action, Sci-Fi and the synopsis is hat is happiness? Ever the fan of psychology, questions such as this are ones that high school student Ritsu Shikishima likes to ponder as he spends his peaceful days with his friends. His perfect world, however, begins to unravel when he hears a strange voice obscured by static, pleading for help. This voice belongs to μ, a beloved pop idol, whose singing begins to have an adverse effect on the world. Before Ritsu's very eyes, the faces of his friends and family become distorted by glitches as the sound of μ's voice transforms them into Digiheads: berserk monsters bent on the extermination of all those who begin to awaken to the true nature of their existence. Realizing that he is trapped in a virtual world created by μ called Mobius, Ritsu must now gather everyone else who has managed to realize the truth before they are all eliminated. Together, they will use their newfound powers and weapons granted by their emotions—known as the Catharsis Effect—to fight off the mysterious group known as The Ostinato Musicians as they struggle to escape.","[[-0.00361641 -0.02445413 -0.00866849 ... -0.02022195 -0.00731447
  -0.04153256]]",32642.516175478744,Caligula,caligula tv,caligula
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,6.81,"Slice of Life, Parody",Special,1,6 min.,4035,16149,"Genre: Slice of Life, Parody and the synopsis is Included with the limited edition BD of Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai .","[[ 0.01763608 -0.01664879 -0.02361396 ... -0.0068164  -0.01276723
  -0.0410607 ]]",8077.9048499270875,Unknown,fatekaleid liner prisma☆illya movie sekka no chikai  kuro sakura no heya,unknown
Gintama.: Shirogane no Tamashii-hen,8.81,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,12,24 min. per ep.,1160,126835,"Genre: Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen and the synopsis is fter the fierce battle on Rakuyou, the untold past and true goal of the immortal Naraku leader, Utsuro, are finally revealed. By corrupting the Altana reserves of several planets, Utsuro has successfully triggered the intervention of the Tendoshuu’s greatest enemy: the Altana Liberation Army. With Earth as the main battleground in this interplanetary war, Utsuro's master plan to destroy the planet—and himself—is nearly complete. An attack on the O-Edo Central Terminal marks the beginning of the final battle to take back the land of the samurai. With the Yorozuya nowhere in sight, the bakufu all but collapsed, and the Shogun missing, the people are left completely helpless as the Liberation Army begins pillaging Edo in the name of freeing them from the Tendoshuu's rule. Caught in the crossfire between two equally imposing forces, can Gintoki, Kagura, Shinpachi, and the former students of Shouyou Yoshida put aside their differences and unite their allies to protect what they hold dear?","[[ 0.00351865 -0.03465999 -0.02435008 ...  0.00931195  0.00013786
  -0.02491445]]",63421.898243577605,Gintama.:Silver Soul Arc,gintama shirogane no tamashiihen,gintamasilver soul arc
25-sai no Joshikousei,5.54,"Ecchi, Romance, School",TV,12,6 min. per ep.,2982,30002,"Genre: Ecchi, Romance, School and the synopsis is Once most students are done with high school, they leave and never come back. However, at 25 years old, Hana Natori finds herself in the role of a student once more at her aunt's request. Since Hana's cousin, Kaho Miyoshi, refuses to go to school, her aunt begs Hana to take Kaho's place, since the two of them are practically identical. But as luck would have it, she is recognized by Okito Kanie—an old classmate from her days in high school—who is now a teacher! With her cover blown, Hana assumes Kanie will expose her secret. But when he suddenly kisses her, she soon learns he has other ideas.","[[ 0.00635761 -0.02411575 -0.01397014 ...  0.00497653  0.00193384
  -0.02289403]]",15003.771343521941,Unknown,sai no joshikousei,unknown
Nanatsu no Bitoku,5.21,"Ecchi, Fantasy",TV,10,5 min. per ep.,2525,40288,"Genre: Ecchi, Fantasy and the synopsis is Set in the same timeline as Sin: Nanatsu no Taizai , Nanatsu no Bitoku follows a group of angels sent from Heaven to look for a potential ""Savior"" to counter-attack the demonic influence being spread by Lucifer and the other emissaries of Hell. (Source: Tokyo Zerostar)","[[ 0.00551545 -0.04049265 -0.02508755 ...  0.01168867  0.00418674
  -0.02728452]]",20146.60706034217,The Seven Heavenly Virtues,nanatsu no bitoku,the seven heavenly virtues
Aishen Qiaokeli-ing...II,7.23,"Harem, Comedy, Romance, School",ONA,15,19 min. per ep.,3530,21549,"Genre: Harem, Comedy, Romance, School and the synopsis is Jiang Hao Yi, a normal, high school student who is extremely scared of getting into trouble, suddenly becomes the Harem King of his school when a bunch of beautiful girls confess to him! Unfortunately for Jian Hao, he doesn't know any of the girls who have confessed to him... What on Earth is happening?","[[ 0.00781559 -0.02519074 -0.0167034  ... -0.01097412  0.00070687
  -0.01552783]]",10778.11439630543,Unknown,aishen qiaokeliingii,unknown
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.74,"Sci-Fi, Adventure, Mystery, Drama, Fantasy",Movie,1,1 hr. 45 min.,682,216416,"Genre: Sci-Fi, Adventure, Mystery, Drama, Fantasy and the synopsis is Continuing their perilous descent down the Abyss, Riko, Regu, and newfound friend Nanachi reach the Abyss' fifth layer, The Sea of Corpses. Upon arriving at the research station known as Idofront, the main trio encounter the mysterious Prushka, the alleged daughter of Bondrewd, who leads them to the White Whistle responsible for Nanachi's dark past. Despite the welcoming appearances of Idofront's residents, Nanachi warns the young adventurers that things are not always what they seem. With the only route to the sixth layer shrouded in mystery and Bonedrewd's schemes awaiting them, what sacrifices must be made in order to continue the journey down to the bottom of the Abyss?","[[ 0.02607703 -0.02829754 -0.01204623 ... -0.00872935 -0.0165705
  -0.01709787]]",108212.35892781346,Unknown,made in abyss movie  fukaki tamashii no reimei,unknown
Akkun to Kanojo,6.83,"Comedy, Josei, Romance, School",TV,25,3 min. per ep.,1387,101236,"Genre: Comedy, Josei, Romance, School and the synopsis is Despite his incredible bashfulness, Atsuhiro ""Akkun"" Kagari has landed the girl of his dreams: the sweet and loveable Non Katagiri. However, his embarrassment for affectionate acts—from giving compliments to exchanging a kiss—causes him to act harsh and downright mean to Katagiri in their day-to-day lives. But Akkun is still very much a boy in love; and he shows his admiration for Katagiri in his own way. From tailing her in order to take her picture to eavesdropping in on her conversations, he ends up stalking his own girlfriend. Luckily enough, Katagiri finds Akkun's actions cute and endearing, and knows he doesn't really mean any of his insults. Even if their close friend, Masago Matsuo, finds their dynamic a little odd, Katagiri loves her sweet tyrant just the way he is.","[[-0.01871685 -0.01345656  0.00234131 ... -0.00802636 -0.0054268
  -0.01818675]]",50621.41451269707,My Sweet Tyrant,akkun to kanojo,my sweet tyrant
Ultraman,6.75,"Action, Sci-Fi, Seinen, Super Power",ONA,13,23 min. per ep.,3856,17760,"Genre: Action, Sci-Fi, Seinen, Super Power and the synopsis is Fifty years ago, an extraterrestrial giant of light known as Ultraman saved the earth but vanished. Ultraman's human host, Shin Hayata, was left with no memory of his time as a hero. Hayata's young son, Shinjirou, is found to have been born with a more powerful and durable body than any normal human. The organization who aided Ultraman, the SSSP, reveals Hayata's past to him. His father then dons a power suit again, assuming the role of Ultraman once more. One night, Shinjirou is attacked by an alien named Bemular and rescued by his father, who is severely injured in the battle. With dangerous aliens lurking in the city and Hayata out of commission, it falls to Shinjirou to pick up the torch. But in working with the SSSP as the new Ultraman, Shinjirou finds himself wondering how far is he willing to go to help people.","[[ 0.01484656 -0.0259087  -0.01079088 ...  0.00785333 -0.0035727
  -0.01426434]]",8883.374899505929,Ultraman,ultraman,ultraman
Back Street Girls: Gokudolls,6.93,"Comedy, Ecchi, Seinen",TV,10,24 min. per ep.,1481,94244,"Genre: Comedy, Ecchi, Seinen and the synopsis is fter failing their boss for the last time, yakuza members Kentarou, Ryou, and Kazuhiko are faced with one of two choices: have their organs harvested and sold or take a trip to Thailand for sex reassignment surgery and become pop idols. Now, after a year of excruciating training, the three thugs have been reborn as Airi, Chika, and Mari. Debuting as the amateur idol group The Goku Dolls, the three strive towards becoming top idols. However, despite the hours of feminizing brainwashing they were forced to endure, the three idols have managed to keep the yakuza spirit alive in their hearts. In order to fix this, their yakuza boss hires Mandarin Kinoshita, a legendary manager who has never had an idol group fail under his management. With their lives now on the line, the reluctant yakuza must work with their new manager to unleash their inner cuteness and become the successful idols that their tyrannical boss can truly be proud of.","[[-0.00338148 -0.03708592 -0.01006083 ... -0.00116562 -0.01199406
  -0.01218136]]",47125.46429889756,Back Street Girls:Gokudolls,back street girls gokudolls,back street girlsgokudolls
Arifureta Shokugyou de Sekai Saikyou,6.52,"Action, Adventure, Fantasy, Harem",TV,13,23 min. per ep.,383,353554,"Genre: Action, Adventure, Fantasy, Harem and the synopsis is The ordinary life of 17-year-old otaku Hajime Nagumo is disrupted when he and his classmates are summoned to a fantasy world and tasked with saving mankind. While his classmates are gifted with impressive abilities useful in combat, Hajime is belittled for only gaining an inferior transmutation skill that lacks any real offensive power. During an expedition in the Great Orcus Labyrinth, Hajime is betrayed by one of his classmates, plummeting him to the bottom of an abyss. Though he survives the fall, Hajime is faced with menacing monsters and misfortunes that send him spiraling into a grim nightmare. Desperate to live and return home one day, he resolves to fight for his survival—only to meet an imprisoned vampire he names Yue, who is also seeking to escape the labyrinth. Taking an interest in him, Yue and a few others along the way accompany Hajime on his journey to find a way back home, while steadily transforming from commonplace to the world's strongest.","[[ 7.02161947e-03 -2.70527024e-02 -1.32444119e-02 ... -1.14722252e-02
   9.45564898e-05 -8.50515440e-03]]",176780.26115036197,Arifureta:From Commonplace to World's Strongest,arifureta shokugyou de sekai saikyou,arifuretafrom commonplace to worlds strongest
